pair_id	role	domain	family	family_taxid	genus	genus_taxid	species_taxid	accession	organism_name	tax_id	strain	refseq_category	total_sequence_length	assembly_level	pair_mode	note
bacteria_micrococcaceae	db	bacteria	Micrococcaceae	1268	Arthrobacter	1663	1670	GCF_038405225.1	Arthrobacter citreus	1670	EINP1	na	3882960	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
bacteria_lysobacteraceae	sim	bacteria	Lysobacteraceae	32033	Xanthomonas	338	339	GCF_013388375.1	Xanthomonas campestris pv. raphani	359385	MAFF106181	reference genome	4942039	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
bacteria_lysobacteraceae	db	bacteria	Lysobacteraceae	32033	Xanthomonas	338	343	GCF_017301775.1	Xanthomonas translucens pv. undulosa	487909	XtLr8	reference genome	4649333	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
bacteria_lactobacillaceae	sim	bacteria	Lactobacillaceae	33958	Lactobacillus	1578	1579	GCF_034298135.1	Lactobacillus acidophilus	1579	ATCC 4356	reference genome	1978847	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
bacteria_lactobacillaceae	db	bacteria	Lactobacillaceae	33958	Lactobacillus	1578	1584	GCF_001888925.1	Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046	1217420	DSM 26046	reference genome	1891796	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
bacteria_nitrobacteraceae	sim	bacteria	Nitrobacteraceae	41294	Bradyrhizobium	374	375	GCF_030584785.1	Bradyrhizobium japonicum	375	S06K-Bj	reference genome	9677243	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
bacteria_nitrobacteraceae	db	bacteria	Nitrobacteraceae	41294	Bradyrhizobium	374	376	GCF_900011245.1	Bradyrhizobium sp.	376		na	7547693	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
bacteria_moraxellaceae	sim	bacteria	Moraxellaceae	468	Acinetobacter	469	470	GCF_009035845.1	Acinetobacter baumannii	470	ATCC 19606	reference genome	3999136	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_moraxellaceae	db	bacteria	Moraxellaceae	468	Moraxella	475	476	GCF_025985205.1	Moraxella bovis	476	SAM58116	reference genome	2807142	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_comamonadaceae	sim	bacteria	Comamonadaceae	80864	Comamonas	283	285	GCF_016599875.1	Comamonas testosteroni	285	G1	reference genome	5497097	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_comamonadaceae	db	bacteria	Comamonadaceae	80864	Acidovorax	12916	12917	GCF_050626955.1	Acidovorax facilis	12917	37c5	reference genome	5806590	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_vibrionaceae	sim	bacteria	Vibrionaceae	641	Photobacterium	657	659	GCF_949787665.1	Photobacterium phosphoreum	659	MIP2473	na	4663684	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_vibrionaceae	db	bacteria	Vibrionaceae	641	Vibrio	662	663	GCF_023650915.1	Vibrio alginolyticus	663	E110	reference genome	5150420	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_rhizobiaceae	sim	bacteria	Rhizobiaceae	82115	Agrobacterium	357	358	GCF_013318015.2	Agrobacterium tumefaciens	358	G3/79	reference genome	6002464	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_rhizobiaceae	db	bacteria	Rhizobiaceae	82115	Rhizobium	379	384	GCF_035969035.1	Rhizobium leguminosarum	384	TP16	na	8799320	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_mycobacteriaceae	sim	bacteria	Mycobacteriaceae	1762	Mycobacterium	1763	1764	GCF_022175585.2	Mycobacterium avium subsp. hominissuis	439334	OCU889s_P11_4s	reference genome	5173839	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_mycobacteriaceae	db	bacteria	Mycobacteriaceae	1762	Mycobacteroides	670516	1774	GCF_001632805.1	Mycobacteroides chelonae CCUG 47445	1460372	CCUG 47445	reference genome	5029817	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_enterococcaceae	sim	bacteria	Enterococcaceae	81852	Enterococcus	1350	1351	GCF_028116745.1	Enterococcus faecalis	1351	SVR2085	na	3600715	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_enterococcaceae	db	bacteria	Enterococcaceae	81852	Vagococcus	2737	2738	GCF_020628735.1	Vagococcus fluvialis	2738	12B2	na	2956963	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_micromonosporaceae	sim	bacteria	Micromonosporaceae	28056	Actinoplanes	1865	1866	GCF_000284295.1	Actinoplanes missouriensis 431	512565	431	reference genome	8773466	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_micromonosporaceae	db	bacteria	Micromonosporaceae	28056	Micromonospora	1873	1874	GCF_028768405.1	Micromonospora chalcea	1874	1K05785M01	reference genome	6861996	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_sphingomonadaceae	sim	bacteria	Sphingomonadaceae	41297	Sphingomonas	13687	13689	GCF_016027095.1	Sphingomonas paucimobilis	13689	FDAARGOS_908	reference genome	4367078	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_sphingomonadaceae	db	bacteria	Sphingomonadaceae	41297	Citromicrobium	72173	72174	GCF_039621465.1	Citromicrobium bathyomarinum	72174	MCCC1A09559	na	3358554	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_roseobacteraceae	sim	bacteria	Roseobacteraceae	2854170	Roseobacter	2433	2434	GCF_002983865.1	Roseobacter denitrificans	2434	FDAARGOS_309	reference genome	4308791	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_roseobacteraceae	db	bacteria	Roseobacteraceae	2854170	Octadecabacter	53945	53946	GCF_000155735.2	Octadecabacter arcticus 238	391616	238	reference genome	5478249	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_streptococcaceae	sim	bacteria	Streptococcaceae	1300	Streptococcus	1301	1302	GCF_019046945.1	Streptococcus gordonii	1302	FDAARGOS 1454	reference genome	2187618	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_streptococcaceae	db	bacteria	Streptococcaceae	1300	Lactococcus	1357	1358	GCF_003176835.1	Lactococcus lactis subsp. lactis	1360	14B4	reference genome	2639081	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_nocardiaceae	sim	bacteria	Nocardiaceae	85025	Nocardia	1817	1823	GCF_007362295.1	Nocardia otitidiscaviarum	1823	NEB252	reference genome	7687583	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_nocardiaceae	db	bacteria	Nocardiaceae	85025	Rhodococcus	1827	1829	GCF_029457455.1	Rhodococcus rhodochrous	1829	LH-B3	reference genome	5612657	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_pseudonocardiaceae	sim	bacteria	Pseudonocardiaceae	2070	Amycolatopsis	1813	1814	GCF_000739085.1	Amycolatopsis methanolica 239	1068978	239	reference genome	7237391	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
bacteria_pseudonocardiaceae	db	bacteria	Pseudonocardiaceae	2070	Saccharopolyspora	1835	1836	GCF_000062885.1	Saccharopolyspora erythraea NRRL 2338	405948	NRRL 2338	reference genome	8212805	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_haloferacaceae	sim	archaea	Haloferacaceae	1644056	Halorubrum	56688	2247	GCF_000022205.1	Halorubrum lacusprofundi ATCC 49239	416348	ATCC 49239	reference genome	3692576	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_haloferacaceae	db	archaea	Haloferacaceae	1644056	Halorubrum	56688	2248	GCF_982481055.1	Halorubrum saccharovorum	2248		na	3338610	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_natrialbaceae	sim	archaea	Natrialbaceae	1644061	Natrinema	88723	69525	GCF_000230735.2	Natrinema pellirubrum DSM 15624	797303	DSM 15624	reference genome	4354100	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_natrialbaceae	db	archaea	Natrialbaceae	1644061	Natrinema	88723	69527	GCF_005890195.1	Natrinema pallidum	69527	BOL6-1	reference genome	3778093	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_thermococcaceae	sim	archaea	Thermococcaceae	2259	Thermococcus	2263	2264	GCF_002214365.1	Thermococcus celer Vu 13 = JCM 8558	1293037	Vu 13	reference genome	1866819	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_thermococcaceae	db	archaea	Thermococcaceae	2259	Thermococcus	2263	2265	GCF_000246985.2	Thermococcus litoralis DSM 5473	523849	DSM 5473	reference genome	2215172	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_haloarculaceae	sim	archaea	Haloarculaceae	1963268	Haloarcula	2237	2238	GCF_000011085.1	Haloarcula marismortui ATCC 43049	272569	ATCC 43049	reference genome	4274642	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_haloarculaceae	db	archaea	Haloarculaceae	1963268	Haloarcula	2237	29282	GCF_982480705.1	Haloarcula japonica	29282		na	4222054	Chromosome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_methanosarcinaceae	sim	archaea	Methanosarcinaceae	2206	Methanosarcina	2207	2208	GCF_000970025.1	Methanosarcina barkeri MS	1434108	MS	reference genome	4574907	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_methanosarcinaceae	db	archaea	Methanosarcinaceae	2206	Methanosarcina	2207	2209	GCF_000970205.1	Methanosarcina mazei S-6	213585	S-6	reference genome	4142816	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_methanobacteriaceae	sim	archaea	Methanobacteriaceae	2159	Methanobacterium	2160	2162	GCF_001458655.1	Methanobacterium formicicum	2162		reference genome	2494510	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_methanobacteriaceae	db	archaea	Methanobacteriaceae	2159	Methanobacterium	2160	59277	GCF_002813695.1	Methanobacterium subterraneum	59277	A8p	reference genome	2515817	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_sulfolobaceae	sim	archaea	Sulfolobaceae	118883	Acidianus	12914	2283	GCF_009729015.1	Acidianus ambivalens	2283	LEI 10	reference genome	2252027	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_sulfolobaceae	db	archaea	Sulfolobaceae	118883	Acidianus	12914	41673	GCF_003201835.2	Acidianus brierleyi	41673	DSM 1651	reference genome	2947244	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_natronomonadaceae	sim	archaea	Natronomonadaceae	3402413	Natronomonas	63743	2257	GCF_000026045.1	Natronomonas pharaonis DSM 2160	348780	Gabara	reference genome	2749696	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_natronomonadaceae	db	archaea	Natronomonadaceae	3402413	Natronomonas	63743	416273	GCF_000591055.1	Natronomonas moolapensis 8.8.11	268739	8.8.11	reference genome	2912573	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_haladaptataceae	sim	archaea	Haladaptataceae	3064797	Haladaptatus	367188	1008152	GCF_020700235.1	Haladaptatus pallidirubidus	1008152	YIM 93656	reference genome	6270521	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_haladaptataceae	db	archaea	Haladaptataceae	3064797	Haladaptatus	367188	2884875	GCF_020618475.1	Haladaptatus halobius	2884875	PSR5	reference genome	7279389	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_halobacteriaceae	sim	archaea	Halobacteriaceae	2236	Halobacterium	2239	2242	GCF_004799605.1	Halobacterium salinarum	2242	91-R6	reference genome	2429680	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_halobacteriaceae	db	archaea	Halobacteriaceae	2236	Halobacterium	2239	223182	GCF_021233435.1	Halobacterium noricense	223182	JCM 15102	reference genome	3316796	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_thermoproteaceae	sim	archaea	Thermoproteaceae	2267	Pyrobaculum	2276	2277	GCF_000015205.1	Pyrobaculum islandicum DSM 4184	384616	DSM 4184	reference genome	1826402	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_thermoproteaceae	db	archaea	Thermoproteaceae	2267	Pyrobaculum	2276	2278	GCF_055384425.1	Pyrobaculum organotrophum	2278	JCM 9190	reference genome	1890320	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_methanomicrobiaceae	sim	archaea	Methanomicrobiaceae	2194	Methanoculleus	45989	2198	GCF_000015825.1	Methanoculleus marisnigri JR1	368407	JR1	reference genome	2478101	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_methanomicrobiaceae	db	archaea	Methanomicrobiaceae	2194	Methanoculleus	45989	83986	GCF_000304355.2	Methanoculleus bourgensis MS2	1201294	type strain:MS2	reference genome	2789774	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_desulfurococcaceae	sim	archaea	Desulfurococcaceae	2272	Thermogladius	477695	1200300	GCF_000264495.1	Thermogladius calderae 1633	1184251	1633	reference genome	1356318	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_desulfurococcaceae	db	archaea	Desulfurococcaceae	2272	Thermogladius	477695	3136289	GCF_051131135.1	Thermogladius sp. KZ2Tp1	3136289	KZ2Tp1	na	1326527	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
archaea_nitrosopumilaceae	sim	archaea	Nitrosopumilaceae	338190	Nitrosopumilus	338191	338192	GCF_000018465.1	Nitrosopumilus maritimus SCM1	436308	SCM1	reference genome	1645259	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_nitrosopumilaceae	db	archaea	Nitrosopumilaceae	338190	Nitrosarchaeum	1007082	2259673	GCF_013407385.1	Nitrosarchaeum sp. AC2	2259673	AC2	na	1720730	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_methanocaldococcaceae	sim	archaea	Methanocaldococcaceae	196117	Methanotorris	196119	2189	GCF_000214415.1	Methanotorris igneus Kol 5	880724	Kol 5	reference genome	1854197	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_methanocaldococcaceae	db	archaea	Methanocaldococcaceae	196117	Methanocaldococcus	196118	2190	GCF_000091665.1	Methanocaldococcus jannaschii DSM 2661	243232	DSM 2661	reference genome	1739927	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_archaeoglobaceae	sim	archaea	Archaeoglobaceae	2232	Archaeoglobus	2233	2234	GCF_000008665.1	Archaeoglobus fulgidus DSM 4304	224325	DSM 4304	reference genome	2178400	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_archaeoglobaceae	db	archaea	Archaeoglobaceae	2232	Ferroglobus	54260	54261	GCF_000025505.1	Ferroglobus placidus DSM 10642	589924	DSM 10642	reference genome	2196266	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_halococcaceae	sim	archaea	Halococcaceae	1963270	Halococcus	2249	2250	GCF_052043925.1	Halococcus morrhuae DSM 1307	931277	DSM 1307	reference genome	3048131	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_halococcaceae	db	archaea	Halococcaceae	1963270	Halalkalicoccus	332246	175632	GCF_055395675.1	Halalkalicoccus tibetensis	175632	JCM 11890	reference genome	3585449	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_natronoarchaeaceae	sim	archaea	Natronoarchaeaceae	2976354	Natronoarchaeum	926359	755311	GCF_056921715.1	Natronoarchaeum rubrum	755311	H-hyl1	na	4293974	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_natronoarchaeaceae	db	archaea	Natronoarchaeaceae	2976354	Salinarchaeum	1269201	869888	GCF_023204835.1	Salinarchaeum laminariae	869888	R26	reference genome	3169627	Chromosome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_methanococcaceae	sim	archaea	Methanococcaceae	2183	Methanococcus	2184	2187	GCF_000017165.1	Methanococcus vannielii SB	406327	SB	reference genome	1720048	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_methanococcaceae	db	archaea	Methanococcaceae	2183	Methanothermococcus	155862	155863	GCF_000179575.2	Methanothermococcus okinawensis IH1	647113	IH1	reference genome	1677455	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_pyrodictiaceae	sim	archaea	Pyrodictiaceae	2307	Pyrodictium	2308	35616	GCF_055379715.1	Pyrodictium brockii	35616	JCM 9392	reference genome	1639937	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_pyrodictiaceae	db	archaea	Pyrodictiaceae	2307	Hyperthermus	54247	54248	GCF_000015145.1	Hyperthermus butylicus DSM 5456	415426	DSM 5456	reference genome	1667163	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_thermofilaceae	sim	archaea	Thermofilaceae	114378	Thermofilum	2268	2269	GCF_000015225.1	Thermofilum pendens Hrk 5	368408	Hrk 5	reference genome	1813393	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_thermofilaceae	db	archaea	Thermofilaceae	114378	Infirmifilum	2856573	1550241	GCF_000993805.1	Infirmifilum uzonense	1550241	1807-2	reference genome	1611988	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_nitrososphaeraceae	sim	archaea	Nitrososphaeraceae	1033997	Nitrososphaera	497726	1034015	GCF_000698785.1	Nitrososphaera viennensis EN76	926571	EN76	reference genome	2527938	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_nitrososphaeraceae	db	archaea	Nitrososphaeraceae	1033997	Candidatus Nitrosocosmicus	1826864	1353260	GCF_000802205.1	Candidatus Nitrosocosmicus oleophilus	1353260	MY3	na	3430706	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_methanoregulaceae	sim	archaea	Methanoregulaceae	1198451	Methanoregula	395331	358766	GCF_000017625.1	Methanoregula boonei 6A8	456442	6A8	reference genome	2542943	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_methanoregulaceae	db	archaea	Methanoregulaceae	1198451	Methanosphaerula	475087	475088	GCF_000021965.1	Methanosphaerula palustris E1-9c	521011	E1-9c	reference genome	2922917	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_thermoplasmataceae	sim	archaea	Thermoplasmataceae	46659	Thermoplasma	2302	2303	GCF_000195915.1	Thermoplasma acidophilum DSM 1728	273075	DSM 1728	reference genome	1564906	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_thermoplasmataceae	db	archaea	Thermoplasmataceae	46659	Oxyplasma	3373586	3073602	GCF_038024865.1	Oxyplasma meridianum	3073602	M1	reference genome	1676007	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_halorubellaceae	sim	archaea	Halorubellaceae	3064798	Halorubellus	1269048	755308	GCF_055378595.1	Halorubellus litoreus	755308	JCM 17117	reference genome	4597159	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
archaea_halorubellaceae	db	archaea	Halorubellaceae	3064798	Haloarchaeobius	1269031	1198296	GCF_055396915.1	Haloarchaeobius amylolyticus	1198296	JCM 18642	na	4580333	Complete Genome	different_genera	Lower species taxid is simulated; higher species taxid is the database
viral_rhabdoviridae	sim	viral	Rhabdoviridae	11270	Lyssavirus	11286	11292	GCF_000859625.1	Lyssavirus rabies	11292		na	11932	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_rhabdoviridae	db	viral	Rhabdoviridae	11270	Lyssavirus	11286	12538	GCF_000856485.1	Lyssavirus mokola	12538		na	11940	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_picornaviridae	sim	viral	Picornaviridae	12058	Enterovirus	12059	47681	GCF_000919855.1	Enterovirus sp.	47681		na	7376	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_picornaviridae	db	viral	Picornaviridae	12058	Enterovirus	12059	3428500	GCF_000861905.1	Enterovirus A	138948		na	7413	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_polyomaviridae	sim	viral	Polyomaviridae	151341	Betapolyomavirus	1891714	1236392	GCF_000902195.1	Betapolyomavirus calbifrons	1236392		na	5013	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_polyomaviridae	db	viral	Polyomaviridae	151341	Betapolyomavirus	1891714	1236395	GCF_000929995.1	Betapolyomavirus cercopitheci	1236395		na	5189	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_circoviridae	sim	viral	Circoviridae	39724	Cyclovirus	742914	942033	GCF_000889655.1	Cyclovirus PKgoat21/PAK/2009	942033		na	1838	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_circoviridae	db	viral	Circoviridae	39724	Cyclovirus	742914	1506568	GCF_000925995.1	Cyclovirus ZM36a	1506568	ZM36a	na	1865	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_arenaviridae	sim	viral	Arenaviridae	11617	Mammarenavirus	1653394	144752	GCF_000872565.1	Mammarenavirus allpahuayoense	144752	CLHP-2472	na	10396	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_arenaviridae	db	viral	Arenaviridae	11617	Mammarenavirus	1653394	2169991	GCF_000856545.1	Mammarenavirus juninense	2169991	XJ13	na	10525	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_draupnirviridae	sim	viral	Draupnirviridae	3152116	Torentivirus	3152674	3432913	GCF_031226535.1	Torentivirus aristcris	3432913		na	3548	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_draupnirviridae	db	viral	Draupnirviridae	3152116	Torentivirus	3152674	3432914	GCF_004290095.1	Torentivirus crutis	3432914		na	2911	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
viral_steitzviridae	sim	viral	Steitzviridae	2842332	Alehxovirus	2842364	3426018	GCF_024382145.1	Alehxovirus allofaecicola	3426018		na	3792	Complete Genome	same_genus	Lower species taxid is simulated; higher species taxid is the database
